form	lemma	POS	morph
tu	tu	PROper	Case=Nom|Numb=Sing
auxilium	auxilium	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
Perseu	Perseus	NOMpro	Case=Voc|Numb=Sing
,	,	PUNC	MORPH=empty
tetulisti	fero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
mihi	ego	PROper	Case=Dat|Numb=Sing
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
beneficium	beneficium	NOMcom	Case=Acc|Numb=Sing
haut	haud	ADVneg	MORPH=empty
sterili	sterilis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
in	in	PRE	MORPH=empty
segete	seges	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
rex	rex	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
obsesse	obsideo	VER	Mood=Inf|Tense=Perf|Voice=Act
intellegis	intelligo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
alvi	aluus	VER	Numb=Sing
educavi	educo2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
:	:	PUNC	MORPH=empty
id	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
facite	facio	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
gratum	gratus	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
ut	ut4	CONsub	MORPH=empty
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
seni	senex1	NOMcom	Case=Dat|Numb=Sing
nosque	nos	PROper	Case=Nom|Numb=Plur
{nosque}	que	CON	MORPH=empty
ut	ut4	CONsub	MORPH=empty
seorsum	seorsum1	ADV	Deg=Pos
dividos	diuidus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
leto	letum	NOMcom	Case=Abl|Numb=Sing
offeres	offero	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
deinde	deinde	ADV	Deg=Pos
omni	omnis	PROind	Case=Abl|Numb=Sing|Gend=Com
stirpe	stirps	NOMcom	Case=Abl|Numb=Sing
cum	cum2	PRE	MORPH=empty
incluta	inclutus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
Cadmeide	Cadmeis	NOMpro	Case=Abl|Numb=Sing
vagant	uagor2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
matronæ	matrona	NOMcom	Case=Nom|Numb=Plur
percitatæ	percito	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
turbida	turbidus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
insania	insania	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
ubi	ubi3	CONsub	MORPH=empty
sanctus	sanctus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
Cithæron	Cithaeron	NOMpro	Case=Nom|Numb=Sing
frondet	frondeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
viridantibus	uirido	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
fetis	fetus1	NOMcom	Case=Abl|Numb=Plur
Idem	idem	PROdem	Case=Acc|Numb=Sing|Gend=MascNeut
splendet	splendeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sæpe	saepe	ADV	Deg=Pos
";"	";"	PUNC	MORPH=empty
ast	at2	CONcoo	MORPH=empty
idem	idem	PROdem	Case=Nom|Numb=Sing|Gend=MascNeut
nimbis	nimbus	NOMcom	Case=Abl|Numb=Plur
interdum	interdum	ADV	Deg=Pos
nigret	nigro	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
lætum	laetus2	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
in	in	PRE	MORPH=empty
Parnaso	Parnasus	NOMpro	Case=Abl|Numb=Sing
inter	inter	PRE	MORPH=empty
pinos	pinus	NOMcom	Case=Acc|Numb=Plur
tripudiantem	tripudio	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
in	in	PRE	MORPH=empty
circulis	circulus	NOMcom	Case=Abl|Numb=Plur
ludo	ludus	NOMcom	Case=Abl|Numb=Sing
atque	atque1	CONcoo	MORPH=empty
tædis	taeda	NOMcom	Case=Abl|Numb=Plur
fulgere	fulgeo	VER	Mood=Inf|Tense=Pres|Voice=Act
O	o	INJ	MORPH=empty
Dionyse	Dionysus	NOMpro	Case=Voc|Numb=Sing
pater	pater	NOMcom	Case=Voc|Numb=Sing
,	,	PUNC	MORPH=empty
optime	bonus	ADJqua	Case=Voc|Numb=Sing|Gend=Masc|Deg=Sup
vitisator	uitisator	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
genitus	gigno	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
Semela	Semele	NOMpro	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
euhie	euhio	INJ	Numb=Sing
!	!	PUNC	MORPH=empty
Agite	ago	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
modico	modicus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
gradu	gradus	NOMcom	Case=Abl|Numb=Sing
!	!	PUNC	MORPH=empty
Iacite	iacio	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
nisus	nisus	NOMcom	Case=Nom|Numb=Sing
levis	leuis1	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Pos
!	!	PUNC	MORPH=empty
quia	quia	CONsub	MORPH=empty
neque	neque	CONcoo	MORPH=empty
vetustas	uetustas	NOMcom	Case=Nom|Numb=Sing
neque	neque	CONcoo	MORPH=empty
mos	mos	NOMcom	Case=Nom|Numb=Sing
neque	neque	CONcoo	MORPH=empty
[	[	PUNC	MORPH=empty
grandævitas	grandaeuitas	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
præsens	praesens	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
præsto	praesto2	ADV	Deg=Pos
irridens	irrideo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
[	[	PUNC	MORPH=empty
leniter	leniter	ADV	Deg=Pos
]	]	PUNC	MORPH=empty
nobis	nos	PROper	Case=Dat|Numb=Plur
stupe	stupeo	NOMcom	Case=Abl|Numb=Sing
[	[	PUNC	MORPH=empty
factis	facio	NOMcom	Case=Abl|Numb=Plur|Mood=Par|Tense=Perf|Voice=Pass
sese	sui1	PROref	Case=Acc|Numb=Sing
]	]	PUNC	MORPH=empty
ultro	ultro	ADV	Deg=Pos
ostentum	ostentum	NOMcom	Case=Acc|Numb=Sing
obtulit	offero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
neque	neque	CONcoo	MORPH=empty
sat	satis2	ADV	Case=Ind|Deg=Pos
fingi	fingo	VER	Mood=Inf|Tense=Pres|Voice=Pass
neque	neque	CONcoo	MORPH=empty
dici	dico2	VER	Mood=Inf|Tense=Pres|Voice=Pass
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
pro	pro1	PRE	MORPH=empty
magnitate	magnitas	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
formæ	forma	NOMcom	Case=Gen|Numb=Sing
figuræ	figura	NOMcom	Case=Gen|Numb=Sing
nitiditatem	nitiditas	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
hospes	hospes	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
geris	gero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
nam	nam	CONcoo	MORPH=empty
flori	flos	NOMcom	Case=Dat|Numb=Sing
crines	crinis	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
video	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
ei	is	PROdem	Case=Dat|Numb=Sing|Gend=Masc
propexi	propigo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
iacent	iaceo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tunc	tunc	ADV	Deg=Pos
silvestrum	siluestrus	NOMcom	Case=Acc|Numb=Sing|Deg=Pos
exuvias	exuuiae	NOMcom	Case=Acc|Numb=Plur
lævo	laeuus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
pictas	pingo	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
lateri	latus1	NOMcom	Case=Dat|Numb=Sing
accommodant	accommodo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
indecorabiliter	indecorabiliter	ADV	Deg=Pos
alienos	alienus2	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
alunt	alo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
deinde	deinde	ADV	Deg=Pos
ab	ab	PRE	MORPH=empty
iugulo	iugulum	NOMcom	Case=Abl|Numb=Sing
pectus	pectus	NOMcom	Case=Acc|Numb=Sing
glauco	glaucus2	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
pampino	pampinus	NOMcom	Case=Abl|Numb=Sing
obnexæ	obnecto	VER	Case=Nom|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
obtegunt	obtego	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
?	?	PUNC	MORPH=empty
acricrepantes	acricrepo	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
melos	melos	NOMcom	Case=Acc|Numb=Plur
et	et2	CONcoo	MORPH=empty
nunc	nunc	ADV	Deg=Pos
Silvicolæ	siluicola	NOMcom	Case=Nom|Numb=Plur
ignota	ignotus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
inuisentes	inuiso	VER	Case=Nom|Numb=Plur|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
loca	locus	NOMcom	Case=Acc|Numb=Plur
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
lanugo	lanugo	NOMcom	Case=Nom|Numb=Sing
flora	flos	NOMcom	Case=Acc|Numb=Plur
nunc	nunc	ADV	Deg=Pos
demum	demum	ADV	Deg=Pos
inrigat	irrigo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Quanta	quantus2	PROint	Case=Nom|Numb=Sing|Gend=Fem
in	in	PRE	MORPH=empty
venando	uenor	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
affecta	affectus1	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
lætitudine	laetitudo	NOMcom	Case=Abl|Numb=Sing
!	!	PUNC	MORPH=empty
Tereus	Tereus	NOMpro	Case=Nom|Numb=Sing
indomito	indomitus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
more	mos	NOMcom	Case=Abl|Numb=Sing
atque	atque1	CONcoo	MORPH=empty
animo	animus	NOMcom	Case=Abl|Numb=Sing
barbaro	barbarus2	ADJqua	Case=Abl|Numb=Sing|Deg=Pos
conspexit	conspicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
eam	is	PROdem	Case=Acc|Numb=Sing|Gend=Fem
";"	";"	PUNC	MORPH=empty
amore	amor	NOMcom	Case=Abl|Numb=Sing
vecors	uecors	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
flammeo	flammeum	ADJqua	Case=Abl|Numb=Sing|Deg=Pos
,	,	PUNC	MORPH=empty
depositus	depono	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
facinus	facinus	NOMcom	Case=Acc|Numb=Sing
pessimum	malus3	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Sup
ex	ex	PRE	MORPH=empty
dementia	dementia	NOMcom	Case=Abl|Numb=Sing
confingit	confingo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
O	o	INJ	MORPH=empty
]	]	PUNC	MORPH=empty
suavem	suauis	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
linguæ	lingua	NOMcom	Case=Gen|Numb=Sing
sonitum	sonitus	NOMcom	Case=Acc|Numb=Sing
!	!	PUNC	MORPH=empty
O	o	INJ	MORPH=empty
dulcitas	dulcitas	NOMcom	Case=Nom|Numb=Sing
conspirantum	conspiro1	VER	Case=Gen|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
animæ	anima	NOMcom	Case=Gen|Numb=Sing
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Deum	deus	NOMcom	Case=Gen|Numb=Sing
Cadmogena	Cadmogena	NOMpro	Case=Voc|Numb=Sing
natum	nascor	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep
Semela	Semele	NOMpro	Case=Abl|Numb=Sing
adfare	affor	VER	Mood=Imp|Tense=Pres|Voice=Act|Person=2
et	et2	CONcoo	MORPH=empty
famulanter	famulanter	ADV	Deg=Pos
pete	peto	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
Atque	atque1	CONcoo	MORPH=empty
id	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
ego	ego	PROper	Case=Nom|Numb=Sing
semper	semper	ADV	Deg=Pos
†	†	PUNC	MORPH=empty
sic	sic	ADV	Deg=Pos
†	†	PUNC	MORPH=empty
mecum	ego	PROper	Case=Abl|Numb=Sing
{mecum}	cum3	CON	MORPH=empty
†	†	PUNC	MORPH=empty
agito	ago	VER	Numb=Sing|Mood=Imp|Tense=Fut|Voice=Act|Person=1
et	et2	CONcoo	MORPH=empty
comparo	comparo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
quo	quis1	PROint	Case=Abl|Numb=Sing|Gend=MascNeut
pacto	pactum	NOMcom	Case=Abl|Numb=Sing
magnam	magnus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
molem	moles	NOMcom	Case=Acc|Numb=Sing
minuam	minuo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
video	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ego	ego	PROper	Case=Nom|Numb=Sing
te	tu	PROper	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
mulier	mulier	NOMcom	Case=Voc|Numb=Sing
,	,	PUNC	MORPH=empty
more	mos	NOMcom	Case=Abl|Numb=Sing
multarum	multus	ADJqua	Case=Gen|Numb=Plur|Gend=Fem|Deg=Pos
utier	utor	VER	Mood=Inf|Tense=Pres|Voice=Dep
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
vim	uis	NOMcom	Case=Acc|Numb=Sing
contendas	contendo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
tuam	tuus	PROpos	Case=Acc|Numb=Sing|Gend=Fem
ad	ad2	PRE	MORPH=empty
maiestatem	maiestas	NOMcom	Case=Acc|Numb=Sing
viri	uir	NOMcom	Case=Gen|Numb=Sing
alia	alius	PROind	Case=Nom|Numb=Sing|Gend=Fem
hic	hic2	ADV	Case=Nom|Numb=Sing
sanctitudo	sanctitudo	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
aliud	alius	PROind	Case=Nom|Numb=Sing|Gend=Neut
nomen	nomen	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
numen	numen	NOMcom	Case=Nom|Numb=Sing
Iovis	Iuppiter	NOMpro	Case=Gen|Numb=Sing
sed	sed	CONcoo	MORPH=empty
nisi	nisi	CONsub	MORPH=empty
clamaris	clamo	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=2
regem	rex	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
†	†	PUNC	MORPH=empty
puerum	puer	NOMcom	Case=Acc|Numb=Sing
†	†	PUNC	MORPH=empty
auferre	aufero	VER	Mood=Inf|Tense=Pres|Voice=Act
ab	ab	PRE	MORPH=empty
regina	regina	NOMcom	Case=Abl|Numb=Sing
occupo	occupo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
†	†	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
novus	nouus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
[	[	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
]	]	PUNC	MORPH=empty
notus	notus2	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
Daulide	Daulis	NOMpro	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
advena	aduena	NOMcom	Case=Abl|Numb=Sing
animo	animus	NOMcom	Case=Abl|Numb=Sing
audaci	audax	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
in	in	PRE	MORPH=empty
medium	medium	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
proripit	proripio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
sese	sui1	PROref	Case=Acc|Numb=Sing
ferox	ferox	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
famæ	fama	NOMcom	Case=Gen|Numb=Sing
enim	enim2	CONcoo	MORPH=empty
nobilitas	nobilitas	NOMcom	Case=Nom|Numb=Sing
late	late	ADV	Deg=Pos
ex	ex	PRE	MORPH=empty
stirpe	stirps	NOMcom	Case=Abl|Numb=Sing
præclara	praeclarus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
evagat	euago	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
hac	hic2	ADV	Case=Abl|Numb=Sing|Gend=Fem
ubi	ubi3	CONsub	MORPH=empty
curuo	curuus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
litore	litus	NOMcom	Case=Abl|Numb=Sing
latratu	latratus	NOMcom	Case=Abl|Numb=Sing
unda	unda	NOMcom	Case=Nom|Numb=Sing
sub	sub	PRE	MORPH=empty
undis	unda	NOMcom	Case=Abl|Numb=Plur
labunda	labundus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
sonit	sono1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
simul	simul1	ADV	Deg=Pos
et	et2	CONcoo	MORPH=empty
circum	circum2	PRE	MORPH=empty
stagna	stagnum1	NOMcom	Case=Acc|Numb=Plur
tonantibus	tono	VER	Case=Abl|Numb=Plur|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
excita	excio	VER	Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
saxis	saxum	NOMcom	Case=Abl|Numb=Plur
saeua	saeuus	ADJqua	Case=Abl|Numb=Sing|Gend=Neut|Deg=Pos
sonando	sono1	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
crepitu	crepitus	NOMcom	Case=Abl|Numb=Sing
clangente	clango	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
cachinnant	cachinno2	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tacite	tacite	ADV	Deg=Pos
{	{	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
}	}	PUNC	MORPH=empty
tonsillas	tonsilla	NOMcom	Case=Acc|Numb=Plur|Gend=Fem
litore	litus	NOMcom	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
lecto	lectus1	NOMcom	Case=Abl|Numb=Sing
edite	edo2	VER	Numb=Plur|Gend=Masc|Mood=Imp|Tense=Pres|Voice=Act|Person=2
obtorque	obtorqueo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
proram	prora	NOMcom	Case=Acc|Numb=Sing
ac	ac1	CONcoo	MORPH=empty
suppa	suppus	NOMcom	Case=Acc|Numb=Plur|Gend=Neut|Deg=Comp
tortas	torqueo	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
copulas	copula	NOMcom	Case=Acc|Numb=Plur
Quæue	quis	PROint	Case=Nom|Numb=Sing|Gend=Fem
{Quæue}	ue	CON	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
Graio	Graius	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
tibi	tu	PROper	Case=Dat|Numb=Sing
congenerat	congenero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
gentum	gens	NOMcom	Case=Acc|Numb=Sing
[	[	PUNC	MORPH=empty
au	au	NOMcom	MORPH=empty
generum	gener	NOMcom	Case=Acc|Numb=Sing
adfinitas	affinitas	NOMcom	Case=Nom|Numb=Sing
?	?	PUNC	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
uenenis	uenenum	NOMcom	Case=Abl|Numb=Plur
sterilem	sterilis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
illius	ille	PROdem	Case=Gen|Numb=Sing|Gend=Com
opera	opus1	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
[	[	PUNC	MORPH=empty
medicina	medicina	NOMcom	Case=Abl|Numb=Sing
autumans	autumo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
salsis	salsus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
cruorem	cruor	NOMcom	Case=Acc|Numb=Sing
guttis	gutta	NOMcom	Case=Abl|Numb=Plur
lacrimarum	lacrima	NOMcom	Case=Gen|Numb=Plur
lauit	lauo2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
aut	aut	CONcoo	MORPH=empty
saepe	saepe	ADV	Deg=Pos
ex	ex	PRE	MORPH=empty
humili	humilis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
sede	sedes	NOMcom	Case=Abl|Numb=Sing
sublima	sublimus1	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
evolat	euolo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
neque	neque	CONcoo	MORPH=empty
ulla	ullus	PROind	Case=Nom|Numb=Sing|Gend=Fem
interea	interea	ADV	Deg=Pos
finis	finis	NOMcom	Case=Nom|Numb=Sing
curarum	cura	NOMcom	Case=Gen|Numb=Plur
datur	do	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
—	—	PUNC	MORPH=empty
Pastor	pastor	NOMcom	Case=Nom|Numb=Sing
—	—	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
tanta	tantus	PROdem	Case=Nom|Numb=Sing|Gend=Fem
moles	moles	NOMcom	Case=Nom|Numb=Sing
labitur	labor2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
fremibunda	fremitus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
ex	ex	PRE	MORPH=empty
alto	altum	NOMcom	Case=Abl|Numb=Sing
ingenti	ingens	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
sonitu	sonitus	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
spiritu	spiritus	NOMcom	Case=Abl|Numb=Sing
præ	prae2	PRE	MORPH=empty
se	sui1	PROref	Case=Abl|Numb=Sing
undas	unda	NOMcom	Case=Acc|Numb=Plur
voluit	uoluo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vortices	uertex	NOMcom	Case=Acc|Numb=Plur
vi	uis	NOMcom	Case=Abl|Numb=Sing
suscitat	suscito1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
ruit	ruo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
prolapsa	prolabor2	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
pelagus	pelagus	NOMcom	Case=Nom|Numb=Sing
respergit	respergo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
reflat	reflo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Ita	ita	ADV	Deg=Pos
dum	dum2	CONsub	MORPH=empty
interruptum	interrumpo	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
credas	credo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
nimbum	nimbus	NOMcom	Case=Acc|Numb=Sing
voluier	uoluo	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
dum	dum2	CONsub	MORPH=empty
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
sublime	sublime1	ADV	Deg=Pos
ventis	uentus	NOMcom	Case=Abl|Numb=Plur
expulsum	expello	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
rapi	rapio	VER	Mood=Inf|Tense=Pres|Voice=Pass
saxum	saxum	NOMcom	Case=Acc|Numb=Sing
aut	aut	CONcoo	MORPH=empty
procellis	procella	NOMcom	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
vel	uel2	CONcoo	MORPH=empty
globosos	globosus	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
