form	lemma	POS	morph
belvarum	bellua	NOMcom	Case=Gen|Numb=Plur
†	†	PUNC	MORPH=empty
ac	ac1	CONcoo	MORPH=empty
ferarum	fera	NOMcom	Case=Gen|Numb=Plur
adventus	aduentus	NOMcom	Case=Nom|Numb=Sing
ne	ne4	CONsub	MORPH=empty
tætret	tetero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
loca	locus	NOMcom	Case=Acc|Numb=Plur
quamquam	quamquam2	CONsub	MORPH=empty
ætas	aetas	NOMcom	Case=Nom|Numb=Sing
senet	seneo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
satis	satis2	ADV	Deg=Pos
habeam	habeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
virium	uis	NOMcom	Case=Gen|Numb=Plur
ut	ut4	CONsub	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
ara	ara	NOMcom	Case=Abl|Numb=Sing
arceam	arceo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
sed	sed	CONcoo	MORPH=empty
nescio	nescio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
quidnam	quisnam	PROint	Case=Nom|Numb=Sing|Gend=Neut
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
†	†	PUNC	MORPH=empty
animi	animus	NOMcom	Case=Gen|Numb=Sing
horrescit	horresco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
†	†	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
gliscit	glisco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
gaudium	gaudium	NOMcom	Case=Acc|Numb=Sing
o	o	INJ	MORPH=empty
multimodis	multimodis	ADV	Deg=Pos
varie	uarie	ADV	Deg=Pos
dubium	dubius	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
et	et2	CONcoo	MORPH=empty
prosperum	prosper	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
copem	cops	NOMcom	Case=Acc|Numb=Sing
diem	dies	NOMcom	Case=Acc|Numb=Sing
!	!	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
desiderio	desiderium	NOMcom	Case=Abl|Numb=Sing
alumnum	alumnus1	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
pænitudine	paenitudo	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
squales	squales	NOMcom	Case=Nom|Numb=Plur
scabreque	scabre	ADV	Deg=Pos
{scabreque}	que	CON	MORPH=empty
,	,	PUNC	MORPH=empty
inculta	incultus2	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
vastitudine	uastitudo	NOMcom	Case=Abl|Numb=Sing
postquam	postquam	CONsub	MORPH=empty
defessus	defetiscor	VER	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos|Mood=Par|Tense=Perf|Voice=Dep
perrogitando	perrogito	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
advenas	aduena	NOMcom	Case=Acc|Numb=Plur
de	de	PRE	MORPH=empty
gnatis	natus1	NOMcom	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
quemquam	quisquam	PROind	Case=Acc|Numb=Sing|Gend=MascFem
invenit	inuenio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
scium	scium	ADJqua	Case=Acc|Numb=Sing
Quam	quam1	ADVrel	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
post	post1	ADV	Deg=Pos
multis	multus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
tueor	tueor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
tempestatibus	tempestas	NOMcom	Case=Abl|Numb=Plur
!	!	PUNC	MORPH=empty
Nihilne	nihil	PROind	Case=Abl
{Nihilne}	ne2	ADV	MORPH=empty
a	ab	PRE	MORPH=empty
Troia	Troia	NOMpro	Case=Abl|Numb=Sing
adportat	apporto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
fando	for	VER	Case=Abl|Numb=Sing|Mood=Ger|Voice=Act
?	?	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
periere	pereo1	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Danai	Danae	NOMpro	Case=Nom|Numb=Plur
:	:	PUNC	MORPH=empty
plera	plerus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
pars	pars	NOMcom	Case=Nom|Numb=Sing
pessumdata	pessumdo	VER	Case=Nom|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mihi	ego	PROper	Case=Dat|Numb=Sing
classem	classis	NOMcom	Case=Acc|Numb=Sing
imperat	impero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Thessalum	Thessalus	NOMpro	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
nostramque	noster	PROpos	Case=Acc|Numb=Sing|Gend=Fem
{nostramque}	que	CON	MORPH=empty
in	in	PRE	MORPH=empty
altum	altum	NOMcom	Case=Acc|Numb=Sing
ut	ut4	CONsub	MORPH=empty
properiter	properiter	ADV	Deg=Pos
deducerem	deduco	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
profectione	profectio	NOMcom	Case=Abl|Numb=Sing
læti	laetus2	ADJqua	Case=Gen|Numb=Plur|Gend=Masc|Deg=Pos
piscium	piscis	NOMcom	Case=Gen|Numb=Plur
lasciviam	lasciuia	NOMcom	Case=Acc|Numb=Sing
intuemur	intueor	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
nec	nec2	CONcoo	MORPH=empty
tuendi	tueor	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
capere	capio2	VER	Mood=Inf|Tense=Pres|Voice=Act
satias	satias	NOMcom	Case=Acc|Numb=Plur
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
Interea	interea	ADV	Deg=Pos
prope	prope1	ADV	Deg=Pos
iam	iam	ADV	Deg=Pos
occidente	occido2	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
sole	sol	NOMcom	Case=Abl|Numb=Sing
inhorrescit	inhorresco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
mare	mare	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
tenebrae	tenebrae	NOMcom	Case=Nom|Numb=Plur
conduplicantur	conduplico	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
,	,	PUNC	MORPH=empty
noctisque	nox	NOMcom	Case=Gen|Numb=Sing
{noctisque}	que	CON	MORPH=empty
et	et2	CONcoo	MORPH=empty
nimbum	nimbus	NOMcom	Case=Acc|Numb=Sing
occaecat	occaeco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
nigror	niger	VER	Case=Nom|Numb=Sing
flamma	flamma	NOMcom	Case=Nom|Numb=Sing
inter	inter	PRE	MORPH=empty
nubes	nubes	NOMcom	Case=Acc|Numb=Plur
coruscat	corusco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
cælum	caelum1	NOMcom	Case=Acc|Numb=Sing
tonitru	tonitrus	NOMcom	Case=Abl|Numb=Sing
contremit	contremo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
grando	grando	NOMcom	Case=Abl|Numb=Sing
mixta	misceo	VER	Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
imbri	imber	NOMcom	Case=Abl|Numb=Sing
largifico	largificus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
subita	subitus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
præcipitans	praecipito	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
cadit	cado	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
undique	undique	ADV	Deg=Pos
omnes	omnis	PROind	Case=Nom|Numb=Plur|Gend=MascFem
venti	uentus	NOMcom	Case=Nom|Numb=Plur
erumpunt	erumpo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
sævi	saeuus	ADJqua	Case=Nom|Numb=Plur|Gend=Masc|Deg=Pos
existunt	exsisto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
turbines	turbo1	NOMcom	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
fervit	feruo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
æstu	aestus	NOMcom	Case=Abl|Numb=Sing
pelagus	pelagus	NOMcom	Case=Nom|Numb=Sing
rapide	rapide	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
retro	retro1	ADV	Deg=Pos
citroque	citro	ADV	Case=Abl|Deg=Pos
{citroque}	que	CON	MORPH=empty
percito	percio	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
æstu	aestus	NOMcom	Case=Abl|Numb=Sing
præcipitem	praeceps2	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
ratem	ratis	NOMcom	Case=Acc|Numb=Sing
reciprocare	recuproco	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
undæque	unda	NOMcom	Case=Nom|Numb=Plur
{undæque}	que	CON	MORPH=empty
e	ex	PRE	MORPH=empty
gremiis	gremium	NOMcom	Case=Abl|Numb=Plur
subjectare	subiecto	VER	Mood=Inf|Tense=Pres|Voice=Act
adfligere	affligo	VER	Mood=Inf|Tense=Pres|Voice=Act
navium	nauis	NOMcom	Case=Gen|Numb=Plur
flictus	flictus	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
armamentum	armamentum	NOMcom	Case=Nom|Numb=Sing
stridor	stridor	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
rudentum	rudens	NOMcom	Case=Gen|Numb=Plur
sibilus	sibilus1	NOMcom	Case=Nom|Numb=Sing
Ubi	ubi1	ADVrel	MORPH=empty
pœtæ	poeta	NOMcom	Case=Nom|Numb=Plur
pro	pro1	PRE	MORPH=empty
sua	suus	PROpos.ref	Case=Abl|Numb=Sing|Gend=Fem
parte	pars	NOMcom	Case=Abl|Numb=Sing
falsa	falsus	ADJqua	Case=Abl|Numb=Plur|Gend=Fem|Deg=Pos
confictant	confingo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
canunt	cano	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
qui	qui1	PROrel	Case=Nom|Numb=Plur|Gend=Masc
causam	causa	NOMcom	Case=Acc|Numb=Sing
humilem	humilis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
dictis	dictum	NOMcom	Case=Dat|Numb=Plur
amplant	amplo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
haud	haud	ADVneg	MORPH=empty
sinam	sino	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
quidquam	quisquam	PROind	Case=Acc|Numb=Sing|Gend=Neut
profari	profor	VER	Mood=Inf|Tense=Pres|Voice=Dep
prius	prius	ADJadv.ord	Deg=Comp
quam	quam1	ADVrel	MORPH=empty
accepso	accipio	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
peto	peto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
profusus	profundo2	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
gemitu	gemitus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
murmuro	murmur	NOMcom	Case=Abl|Numb=Sing
†	†	PUNC	MORPH=empty
occistians	occistians	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
rua	?	OUT	MORPH=empty
†	†	PUNC	MORPH=empty
segregare	segrego	VER	Mood=Inf|Tense=Pres|Voice=Act
abs	ab	PRE	MORPH=empty
te	tu	PROper	Case=Abl|Numb=Sing
ausu	ausus	NOMcom	Case=Abl|Numb=Sing
’	’	PUNC	MORPH=empty
s	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
{s}	scribo	VER	MORPH=empty
aut	aut	CONcoo	MORPH=empty
sine	sine	PRE	MORPH=empty
illo	ille	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
Salaminam	Salamina	NOMpro	Case=Acc|Numb=Sing
ingredi	ingredior	VER	Mood=Inf|Tense=Pres|Voice=Dep
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
paternum	paternus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
aspectum	aspectus	NOMcom	Case=Acc|Numb=Sing
es	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
veritus	uereor	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
,	,	PUNC	MORPH=empty
quom	cum3	CONsub	MORPH=empty
ætate	aetas	NOMcom	Case=Abl|Numb=Sing
exacta	exigo	VER	Case=Abl|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
indigem	indigeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
liberum	liberi	NOMcom	Case=Acc|Numb=Sing|Deg=Pos
lacerasti	lacero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
orbasti	orbo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=2
extinxti	exstinguo	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
fratris	frater	NOMcom	Case=Gen|Numb=Sing
necis	nex	NOMcom	Case=Gen|Numb=Sing
neque	neque	CONcoo	MORPH=empty
eius	is	PROdem	Case=Gen|Numb=Sing|Gend=Com
gnati	natus1	NOMcom	Case=Gen|Numb=Sing
parvi	paruus2	ADJqua	Case=Gen|Numb=Sing|Deg=Pos
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
tibi	tu	PROper	Case=Dat|Numb=Sing
in	in	PRE	MORPH=empty
tutelam	tutela	NOMcom	Case=Acc|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
traditus	trado	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
nos	nos	PROper	Case=Nom|Numb=Plur
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
interea	interea	ADV	Deg=Pos
proliciendo	prolicio	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Ger|Voice=Act
propitiaturos	propitio	VER	Case=Acc|Numb=Plur|Gend=Masc|Mood=Par|Tense=Fut|Voice=Act
facul	facul	ADV	Deg=Pos
Remur	reor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
nam	nam	CONcoo	MORPH=empty
Teucrum	Teucer	NOMpro	Case=Gen|Numb=Plur
regi	rex	NOMcom	Case=Dat|Numb=Sing
sapsa	sapsus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
res	res	NOMcom	Case=Nom|Numb=Sing
restibiliet	restibilio	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
facessite	facesso	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
omnes	omnis	PROind	Case=Acc|Numb=Plur|Gend=MascFem
hinc	hinc	ADV	Deg=Pos
;	;	PUNC	MORPH=empty
parumper	parumper	ADV	Deg=Pos
tu	tu	PROper	Case=Nom|Numb=Sing
mane	maneo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
quamquam	quamquam2	CONsub	MORPH=empty
annisque	annus	NOMcom	Case=Abl|Numb=Plur
{annisque}	que	CON	MORPH=empty
et	et2	CONcoo	MORPH=empty
ætate	aetas	NOMcom	Case=Abl|Numb=Sing
hoc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Neut
corpus	corpus	NOMcom	Case=Acc|Numb=Sing
putret	putro	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
nisi	nisi	CONsub	MORPH=empty
cœrceo	coerceo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
protervitatem	proteruitas	NOMcom	Case=Acc|Numb=Sing
atque	atque1	CONcoo	MORPH=empty
hostio	hostius	NOMcom	Case=Abl|Numb=Sing
ferociam	ferocia	NOMcom	Case=Acc|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
ego	ego	PROper	Case=Nom|Numb=Sing
si	si2	CONsub	MORPH=empty
quisquam	quisquam	PROind	Case=Nom|Numb=Sing|Gend=MascFem
me	ego	PROper	Case=Acc|Numb=Sing
tagit	tago	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
te	tu	PROper	Case=Acc|Numb=Sing
repudio	repudium	NOMcom	Case=Abl|Numb=Sing
nec	nec2	CONcoo	MORPH=empty
recipio	recipio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
:	:	PUNC	MORPH=empty
naturam	natura	NOMcom	Case=Acc|Numb=Sing
ab	ab	PRE	MORPH=empty
dico	dico2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
:	:	PUNC	MORPH=empty
facesse	facesso	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
aut	aut	CONcoo	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
occide	occido2	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
illinc	illinc	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
usquam	usquam	ADV	Deg=Pos
probitam	probito	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
gradum	gradus	NOMcom	Case=Acc|Numb=Sing
neque	neque	CONcoo	MORPH=empty
perpetrare	perpetro	VER	Mood=Inf|Tense=Pres|Voice=Act
precibus	prex	NOMcom	Case=Dat|Numb=Plur
†	†	PUNC	MORPH=empty
inpetrita	impetritus	VER	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
†	†	PUNC	MORPH=empty
quid	quis1	PROint	Case=Nom|Numb=Sing|Gend=Neut
patria	patria	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ubicumque	ubicumque1	ADVrel	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
bene	bene	ADV	Deg=Pos
